playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
cedenxa01,2019,1,CHN,NL,P,5,0,6,0,1,0,0,,,,,
centeju01,2019,1,BOS,AL,C,5,3,102,25,5,0,1,2,,4,1,
cervefr01,2019,1,PIT,NL,1B,1,0,5,0,0,0,0,,,,,
cervefr01,2019,1,PIT,NL,C,32,32,757,259,17,2,3,5,,15,6,
cervefr01,2019,2,ATL,NL,1B,2,1,24,3,0,0,0,,,,,
cervefr01,2019,2,ATL,NL,C,9,6,167,56,1,1,1,1,,2,2,
cessalu01,2019,1,NYA,AL,P,43,0,243,2,9,0,1,,,,,
chacijh01,2019,1,MIL,NL,P,19,19,266,9,7,0,2,,,,,
chacijh01,2019,2,BOS,AL,P,6,5,44,1,0,0,0,,,,,
chafian01,2019,1,ARI,NL,P,77,0,158,7,8,1,2,,,,,
changyu01,2019,1,CLE,AL,3B,25,21,519,10,32,0,1,,,,,
changyu01,2019,1,CLE,AL,SS,8,0,54,1,2,0,1,,,,,
chapmar01,2019,1,NYA,AL,P,60,0,171,1,3,2,0,,,,,
chapmma01,2019,1,OAK,AL,3B,156,152,4008,146,311,9,27,,,,,
chargjt01,2019,1,LAN,NL,P,21,0,64,2,0,0,0,,,,,
chatwty01,2019,1,CHN,NL,P,38,5,230,7,11,1,1,,,,,
chaveje01,2019,1,TEX,AL,P,48,9,234,2,7,0,0,,,,,
chavimi01,2019,1,BOS,AL,1B,49,43,1204,339,24,4,22,,,,,
chavimi01,2019,1,BOS,AL,2B,45,40,1080,75,81,4,21,,,,,
chavimi01,2019,1,BOS,AL,3B,5,2,69,1,3,0,1,,,,,
chenwe02,2019,1,MIA,NL,P,45,0,205,5,7,0,0,,,,,
chiriro01,2019,1,HOU,AL,C,112,106,2898,1078,51,6,5,4,,45,12,
chiriyo01,2019,1,TBA,AL,P,26,18,400,4,10,1,1,,,,,
choiji01,2019,1,TBA,AL,1B,103,92,2526,748,36,6,66,,,,,
choosh01,2019,1,TEX,AL,OF,81,80,2066,153,0,4,0,,,,,
cimbead01,2019,1,CLE,AL,P,68,0,170,4,10,2,1,,,,,
cishest01,2019,1,CHN,NL,P,70,0,192,4,8,1,1,,,,,
cisnejo01,2019,1,DET,AL,P,35,0,106,2,2,0,0,,,,,
ciuffni01,2019,1,TBA,AL,C,3,1,48,21,2,0,0,2,,1,1,
civalaa01,2019,1,CLE,AL,P,10,10,173,1,4,1,0,,,,,
clarkta01,2019,1,ARI,NL,P,23,15,254,4,6,2,0,,,,,
claseem01,2019,1,TEX,AL,P,21,1,70,0,0,2,0,,,,,
claudal01,2019,1,MIL,NL,P,83,0,186,4,16,0,2,,,,,
clevimi01,2019,1,CLE,AL,P,21,21,378,12,11,0,0,,,,,
clippty01,2019,1,CLE,AL,P,53,3,186,2,3,1,0,,,,,
cobbal01,2019,1,BAL,AL,P,3,3,37,0,3,0,0,,,,,
coleaj01,2019,1,CLE,AL,P,25,0,78,0,3,0,0,,,,,
colege01,2019,1,HOU,AL,P,33,33,637,14,12,0,0,,,,,
coleta01,2019,1,LAA,AL,P,38,6,155,1,10,0,3,,,,,
colliti01,2019,1,CHN,NL,P,9,0,26,0,1,0,0,,,,,
colliza01,2019,1,CHA,AL,1B,1,1,27,5,0,0,0,,,,,
colliza01,2019,1,CHA,AL,C,10,10,268,75,1,0,0,1,,8,1,
colomal01,2019,1,CHA,AL,P,62,0,183,2,3,1,0,,,,,
colonch01,2019,1,CIN,NL,2B,3,0,11,0,1,0,0,,,,,
confomi01,2019,1,NYN,NL,OF,149,143,3841,297,8,3,1,,,,,
conlead01,2019,1,MIA,NL,P,60,0,182,3,10,0,2,,,,,
contrwi01,2019,1,CHN,NL,1B,2,1,28,5,0,0,0,,,,,
contrwi01,2019,1,CHN,NL,C,99,92,2435,770,51,12,3,6,,39,16,
contrwi01,2019,1,CHN,NL,OF,3,1,31,2,1,0,0,,,,,
coonrsa01,2019,1,SFN,NL,P,33,0,83,3,4,0,1,,,,,
coopega03,2019,1,MIA,NL,1B,73,66,1684,444,37,3,39,,,,,
coopega03,2019,1,MIA,NL,OF,31,31,744,58,4,0,1,,,,,
corbipa01,2019,1,WAS,NL,P,33,33,606,12,30,0,0,,,,,
cordefr02,2019,1,SDN,NL,OF,7,4,120,8,0,0,0,,,,,
cordeji01,2019,1,TOR,AL,P,1,0,4,0,0,0,0,,,,,
cordeji01,2019,2,CHA,AL,P,30,0,108,2,1,0,0,,,,,
cordery01,2019,1,CHA,AL,OF,91,63,1798,153,2,3,2,,,,,
correca01,2019,1,HOU,AL,SS,75,75,1927,95,176,2,34,,,,,
cortene01,2019,1,NYA,AL,P,33,1,200,1,5,1,2,,,,,
courtry01,2019,1,SEA,AL,1B,7,1,64,17,1,0,3,,,,,
courtry01,2019,1,SEA,AL,OF,5,4,114,9,1,1,1,,,,,
coveydy01,2019,1,CHA,AL,P,18,12,176,6,2,1,0,,,,,
cowarka01,2019,1,LAA,AL,2B,3,2,60,5,3,0,2,,,,,
cowarka01,2019,1,LAA,AL,3B,6,4,135,4,9,0,0,,,,,
cozarza01,2019,1,LAA,AL,2B,1,1,20,1,0,0,0,,,,,
cozarza01,2019,1,LAA,AL,3B,31,23,609,21,48,3,3,,,,,
cozarza01,2019,1,LAA,AL,SS,5,3,99,8,3,1,1,,,,,
crawfbr01,2019,1,SFN,NL,SS,142,137,3699,190,366,16,81,,,,,
crawfjp01,2019,1,SEA,AL,SS,93,92,2419,110,273,12,46,,,,,
crichst01,2019,1,ARI,NL,P,28,0,91,2,4,1,0,,,,,
crickky01,2019,1,PIT,NL,P,52,0,147,3,6,1,1,,,,,
croncj01,2019,1,MIN,AL,1B,117,110,2980,927,61,8,87,,,,,
cronke01,2019,1,ARI,NL,1B,12,7,193,56,3,1,7,,,,,
cronke01,2019,1,ARI,NL,3B,1,0,6,0,0,0,0,,,,,
cuetojo01,2019,1,SFN,NL,P,4,4,48,1,3,0,0,,,,,
cuevano01,2019,1,COL,NL,OF,1,1,9,0,0,0,0,,,,,
culbech01,2019,1,ATL,NL,1B,10,1,106,28,3,1,7,,,,,
culbech01,2019,1,ATL,NL,3B,1,0,4,0,0,0,0,,,,,
culbech01,2019,1,ATL,NL,OF,45,8,408,27,2,0,1,,,,,
culbech01,2019,1,ATL,NL,P,2,0,6,0,0,0,0,,,,,
culbech01,2019,1,ATL,NL,SS,7,6,163,8,22,1,2,,,,,
curtijo02,2019,1,LAA,AL,P,1,0,7,0,1,0,0,,,,,
cuthbch01,2019,1,KCA,AL,1B,46,39,1047,315,24,6,32,,,,,
cuthbch01,2019,1,KCA,AL,3B,40,36,958,22,54,7,5,,,,,
dahlda01,2019,1,COL,NL,OF,93,92,2398,168,1,2,0,,,,,
darnatr01,2019,1,NYN,NL,C,9,5,144,43,3,1,0,1,,4,2,
darnatr01,2019,3,TBA,AL,1B,21,16,441,103,5,0,6,,,,,
darnatr01,2019,3,TBA,AL,C,76,62,1736,659,23,2,4,6,,31,12,
darviyu01,2019,1,CHN,NL,P,31,31,536,14,13,1,1,,,,,
davieza01,2019,1,MIL,NL,P,31,31,479,11,20,3,2,,,,,
davisau01,2019,1,PHI,NL,P,14,0,62,1,2,0,0,,,,,
davisch02,2019,1,BAL,AL,1B,97,85,2308,671,37,4,86,,,,,
davisch02,2019,1,BAL,AL,OF,1,1,24,1,0,1,0,,,,,
davisch02,2019,1,BAL,AL,P,1,0,3,0,0,0,0,,,,,
davisja03,2019,1,SFN,NL,OF,15,12,304,24,0,0,0,,,,,
davisjd01,2019,1,NYN,NL,3B,31,27,660,12,55,5,5,,,,,
davisjd01,2019,1,NYN,NL,OF,79,71,1756,92,4,2,1,,,,,
davisjo05,2019,1,TOR,AL,OF,35,24,675,55,0,1,0,,,,,
davisjo06,2019,1,TBA,AL,OF,3,0,30,2,0,0,0,,,,,
daviskh01,2019,1,OAK,AL,OF,4,4,72,3,0,0,0,,,,,
davisra01,2019,1,NYN,NL,OF,14,1,96,6,0,0,0,,,,,
davisro03,2019,1,PIT,NL,P,5,1,32,1,1,0,0,,,,,
davista01,2019,1,CHN,NL,1B,1,0,6,1,0,0,0,,,,,
davista01,2019,1,CHN,NL,C,6,4,124,53,2,0,0,1,,11,0,
davista01,2019,1,CHN,NL,P,1,0,3,0,1,0,0,,,,,
daviswa01,2019,1,COL,NL,P,50,0,128,2,3,1,2,,,,,
daytogr01,2019,1,ATL,NL,P,14,0,36,0,1,0,0,,,,,
dazayo01,2019,1,COL,NL,OF,29,24,585,49,4,2,0,,,,,
deanau01,2019,1,MIA,NL,1B,5,4,96,27,2,0,3,,,,,
deanau01,2019,1,MIA,NL,OF,49,42,1069,69,3,4,0,,,,,
degroja01,2019,1,NYN,NL,P,32,32,612,24,17,1,0,,,,,
dejonch01,2019,1,MIN,AL,P,1,0,3,0,0,0,0,,,,,
dejonpa01,2019,1,SLN,NL,SS,157,156,4116,211,435,7,119,,,,,
deleojo03,2019,1,TBA,AL,P,3,0,12,0,0,0,0,,,,,
delmoni01,2019,1,CHA,AL,1B,1,0,3,0,0,0,0,,,,,
delmoni01,2019,1,CHA,AL,OF,21,17,426,30,2,1,1,,,,,
delosen01,2019,1,PHI,NL,P,5,1,33,0,0,0,0,,,,,
delpomi01,2019,1,LAA,AL,P,17,0,28,1,0,0,0,,,,,
demertr01,2019,1,DET,AL,OF,47,46,1235,104,0,1,0,,,,,
descada01,2019,1,CHN,NL,1B,1,0,3,0,0,0,0,,,,,
descada01,2019,1,CHN,NL,2B,45,38,905,54,95,3,26,,,,,
descada01,2019,1,CHN,NL,3B,3,0,12,0,0,0,0,,,,,
descada01,2019,1,CHN,NL,P,1,0,3,0,0,0,0,,,,,
desclan01,2019,1,CIN,NL,P,31,31,500,13,14,0,0,,,,,
deshide02,2019,1,TEX,AL,OF,112,94,2582,261,2,5,1,,,,,
desmoia01,2019,1,COL,NL,OF,118,104,2824,182,5,5,1,,,,,
desmoia01,2019,1,COL,NL,P,1,0,3,0,0,0,0,,,,,
despaod01,2019,1,CHA,AL,P,3,3,40,0,0,0,0,,,,,
detwiro01,2019,1,CHA,AL,P,18,12,209,2,5,0,0,,,,,
devench02,2019,1,HOU,AL,P,61,1,207,5,5,1,0,,,,,
deverra01,2019,1,BOS,AL,3B,152,151,4059,117,292,22,20,,,,,
deverra01,2019,1,BOS,AL,SS,1,0,6,0,0,0,0,,,,,
diazal02,2019,1,HOU,AL,1B,26,18,485,125,7,0,6,,,,,
diazal02,2019,1,HOU,AL,2B,25,16,455,19,33,0,6,,,,,
diazal02,2019,1,HOU,AL,3B,19,15,420,10,19,1,2,,,,,
diazal02,2019,1,HOU,AL,OF,4,3,69,2,0,0,0,,,,,
diazal02,2019,1,HOU,AL,SS,5,2,66,2,7,2,0,,,,,
diazed04,2019,1,NYN,NL,P,66,0,174,2,3,0,0,,,,,
diazel01,2019,1,PIT,NL,C,96,75,2120,694,47,12,5,8,,42,15,
diazis01,2019,1,MIA,NL,2B,48,47,1255,71,106,9,21,,,,,
diazja01,2019,1,COL,NL,P,56,0,173,6,6,2,2,,,,,
diazmi02,2019,1,SDN,NL,P,5,0,19,0,0,0,0,,,,,
diazya01,2019,1,TBA,AL,1B,22,17,469,136,5,1,17,,,,,
diazya01,2019,1,TBA,AL,3B,50,45,1195,21,79,4,7,,,,,
diazye01,2019,1,TOR,AL,P,1,0,2,0,1,0,0,,,,,
dickeal01,2019,1,SDN,NL,OF,6,3,83,8,0,0,0,,,,,
dickeal01,2019,2,SFN,NL,OF,45,33,953,58,0,0,0,,,,,
dickeco01,2019,1,PIT,NL,OF,33,32,785,57,0,2,0,,,,,
dickeco01,2019,2,PHI,NL,OF,32,30,788,53,0,0,0,,,,,
diehlph01,2019,1,COL,NL,P,10,0,22,0,0,0,0,,,,,
diekmja01,2019,1,KCA,AL,P,48,0,125,0,2,1,0,,,,,
diekmja01,2019,2,OAK,AL,P,28,0,61,1,3,0,1,,,,,
dietrde01,2019,1,CIN,NL,1B,21,13,357,119,13,2,8,,,,,
dietrde01,2019,1,CIN,NL,2B,58,43,1066,63,105,1,28,,,,,
dietrde01,2019,1,CIN,NL,3B,1,0,3,0,0,0,0,,,,,
dietrde01,2019,1,CIN,NL,OF,16,9,214,9,0,0,0,,,,,
difowi01,2019,1,WAS,NL,2B,2,1,30,2,3,0,2,,,,,
difowi01,2019,1,WAS,NL,3B,6,4,107,2,7,1,1,,,,,
difowi01,2019,1,WAS,NL,SS,33,30,837,30,68,1,11,,,,,
dinini01,2019,1,KCA,AL,C,20,17,450,112,12,1,1,1,,6,4,
dixonbr01,2019,1,DET,AL,1B,61,55,1456,438,28,4,39,,,,,
dixonbr01,2019,1,DET,AL,2B,3,2,48,1,5,1,0,,,,,
dixonbr01,2019,1,DET,AL,3B,4,4,84,2,9,1,0,,,,,
dixonbr01,2019,1,DET,AL,OF,33,25,752,49,0,2,0,,,,,
dixonbr01,2019,1,DET,AL,P,2,0,6,0,0,0,0,,,,,
dobnara01,2019,1,MIN,AL,P,9,5,85,2,2,1,0,,,,,
dominse01,2019,1,PHI,NL,P,27,0,74,2,5,0,0,,,,,
donaljo02,2019,1,ATL,NL,3B,148,148,3891,100,304,13,38,,,,,
doolise01,2019,1,WAS,NL,P,63,0,180,0,0,0,0,,,,,
dowdyky01,2019,1,TEX,AL,P,13,1,67,3,1,0,0,,,,,
doziebr01,2019,1,WAS,NL,2B,123,114,3027,145,248,5,61,,,,,
doziebr01,2019,1,WAS,NL,P,1,0,3,0,0,0,0,,,,,
doziehu01,2019,1,KCA,AL,1B,7,7,186,47,1,0,4,,,,,
doziehu01,2019,1,KCA,AL,3B,100,99,2576,66,181,9,20,,,,,
doziehu01,2019,1,KCA,AL,OF,20,17,472,41,1,0,0,,,,,
drakeol01,2019,1,TBA,AL,P,50,0,168,6,2,0,0,,,,,
drurybr01,2019,1,TOR,AL,1B,12,12,326,95,6,0,6,,,,,
drurybr01,2019,1,TOR,AL,2B,16,12,342,22,30,1,10,,,,,
drurybr01,2019,1,TOR,AL,3B,65,59,1585,52,104,4,9,,,,,
drurybr01,2019,1,TOR,AL,OF,25,23,612,44,0,0,0,,,,,
drurybr01,2019,1,TOR,AL,SS,5,3,105,6,11,0,0,,,,,
dubonma01,2019,1,MIL,NL,SS,1,0,3,0,0,0,0,,,,,
dubonma01,2019,2,SFN,NL,2B,22,21,575,44,63,3,17,,,,,
dubonma01,2019,2,SFN,NL,SS,9,7,180,7,19,1,1,,,,,
dudalu01,2019,1,KCA,AL,1B,19,15,413,111,7,0,15,,,,,
duffety01,2019,1,MIN,AL,P,58,0,173,3,8,1,0,,,,,
duffyda01,2019,1,KCA,AL,P,23,23,392,1,13,1,1,,,,,
duffyma01,2019,1,TBA,AL,3B,46,41,1107,24,73,7,11,,,,,
duffyma01,2019,1,TBA,AL,SS,1,0,15,0,0,0,0,,,,,
duggast01,2019,1,SFN,NL,OF,72,67,1800,155,3,3,2,,,,,
duggero01,2019,1,MIA,NL,P,7,7,103,1,2,0,0,,,,,
dukeza01,2019,1,CIN,NL,P,30,0,70,3,3,0,1,,,,,
dullry01,2019,1,OAK,AL,P,7,0,27,0,2,0,0,,,,,
dullry01,2019,2,NYA,AL,P,3,0,7,1,0,0,0,,,,,
dullry01,2019,3,TOR,AL,P,1,0,4,0,0,0,0,,,,,
dunnju01,2019,1,SEA,AL,P,4,4,20,0,1,0,0,,,,,
dunnmi01,2019,1,COL,NL,P,28,0,53,0,1,0,0,,,,,
duplajo01,2019,1,ARI,NL,P,15,3,110,2,2,0,1,,,,,
durapmo01,2019,1,PIT,NL,P,14,2,52,2,1,0,0,,,,,
duvalad01,2019,1,ATL,NL,OF,32,26,717,44,2,2,0,,,,,
dysonja01,2019,1,ARI,NL,OF,118,91,2637,208,10,2,1,,,,,
dysonsa01,2019,1,SFN,NL,P,49,0,153,7,5,0,1,,,,,
dysonsa01,2019,2,MIN,AL,P,12,0,34,0,2,0,0,,,,,
eadesry01,2019,1,MIN,AL,P,2,0,11,0,0,0,0,,,,,
eadesry01,2019,2,BAL,AL,P,6,0,23,0,1,0,0,,,,,
eatonad02,2019,1,WAS,NL,OF,145,143,3662,277,3,6,1,,,,,
edmanto01,2019,1,SLN,NL,2B,29,23,613,39,67,1,21,,,,,
edmanto01,2019,1,SLN,NL,3B,55,41,1147,28,78,3,7,,,,,
edmanto01,2019,1,SLN,NL,OF,13,11,248,18,1,1,0,,,,,
edwarca01,2019,1,CHN,NL,P,20,0,46,2,2,0,0,,,,,
edwarca01,2019,2,SDN,NL,P,2,0,5,0,0,0,0,,,,,
edwarjo02,2019,1,CLE,AL,P,9,0,24,1,0,0,0,,,,,
eflinza01,2019,1,PHI,NL,P,32,28,490,13,20,1,2,,,,,
eickhje01,2019,1,PHI,NL,P,12,10,175,3,7,0,0,,,,,
eliasro01,2019,1,SEA,AL,P,44,0,141,1,4,3,0,,,,,
eliasro01,2019,2,WAS,NL,P,4,0,9,0,0,0,0,,,,,
ellisch01,2019,1,KCA,AL,P,1,0,3,0,0,0,0,,,,,
elmorja01,2019,1,PIT,NL,2B,1,0,3,0,0,0,0,,,,,
elmorja01,2019,1,PIT,NL,3B,4,2,67,1,2,1,0,,,,,
elmorja01,2019,1,PIT,NL,OF,7,6,189,11,1,0,0,,,,,
encared01,2019,1,SEA,AL,1B,45,45,1153,347,22,2,32,,,,,
encared01,2019,1,SEA,AL,2B,1,0,3,0,0,0,0,,,,,
encared01,2019,2,NYA,AL,1B,12,12,314,88,2,0,6,,,,,
engelad01,2019,1,CHA,AL,OF,86,65,1825,159,2,3,0,,,,,
eovalna01,2019,1,BOS,AL,P,23,12,203,8,8,0,2,,,,,
erlinro01,2019,1,SDN,NL,P,37,1,166,4,8,1,0,,,,,
ervinph01,2019,1,CIN,NL,OF,88,51,1559,107,2,2,0,,,,,
escobed01,2019,1,ARI,NL,2B,33,31,711,39,64,0,12,,,,,
escobed01,2019,1,ARI,NL,3B,144,122,3411,86,219,7,28,,,,,
escoblu01,2019,1,PIT,NL,P,4,0,17,0,2,0,0,,,,,
eshelto01,2019,1,BAL,AL,P,10,4,108,2,2,1,0,,,,,
estevca01,2019,1,COL,NL,P,71,0,216,4,4,1,1,,,,,
estrama01,2019,1,OAK,AL,P,5,5,71,0,1,0,0,,,,,
estrath01,2019,1,NYA,AL,2B,17,10,315,24,18,0,6,,,,,
estrath01,2019,1,NYA,AL,OF,4,2,42,2,0,0,0,,,,,
estrath01,2019,1,NYA,AL,SS,9,4,135,7,12,1,1,,,,,
fairbpe01,2019,1,TEX,AL,P,8,0,26,1,0,0,0,,,,,
fairbpe01,2019,2,TBA,AL,P,13,0,37,1,0,1,0,,,,,
familje01,2019,1,NYN,NL,P,66,0,180,3,5,0,1,,,,,
fariaja01,2019,1,TBA,AL,P,7,0,30,0,1,0,0,,,,,
fariaja01,2019,2,MIL,NL,P,9,0,26,0,0,0,0,,,,,
farmebu01,2019,1,DET,AL,P,73,1,203,4,6,2,1,,,,,
farmeky01,2019,1,CIN,NL,1B,18,6,216,58,4,1,6,,,,,
farmeky01,2019,1,CIN,NL,2B,41,14,512,25,36,1,7,,,,,
farmeky01,2019,1,CIN,NL,3B,12,6,182,2,9,0,0,,,,,
farmeky01,2019,1,CIN,NL,C,15,9,245,78,3,1,0,0,,6,2,
farmeky01,2019,1,CIN,NL,P,1,0,4,0,0,0,0,,,,,
farmeky01,2019,1,CIN,NL,SS,1,0,3,1,0,0,0,,,,,
farrelu01,2019,1,TEX,AL,P,9,1,40,0,1,0,0,,,,,
feddeer01,2019,1,WAS,NL,P,21,12,234,13,12,0,1,,,,,
federti01,2019,1,TEX,AL,C,29,23,625,203,4,4,0,1,,10,4,
federti01,2019,1,TEX,AL,P,1,0,3,0,0,0,0,,,,,
feierry01,2019,1,TOR,AL,P,2,1,17,0,1,0,0,,,,,
felizmi01,2019,1,PIT,NL,P,58,1,169,3,4,2,0,,,,,
ferguca01,2019,1,LAN,NL,P,46,2,134,1,8,0,0,,,,,
fernajo04,2019,1,DET,AL,P,4,0,11,1,1,0,0,,,,,
fernaju01,2019,1,SLN,NL,P,13,0,35,0,0,1,0,,,,,
festama01,2019,1,SEA,AL,P,20,0,67,1,3,0,0,,,,,
fiersmi01,2019,1,OAK,AL,P,33,33,554,8,16,2,1,,,,,
fillmhe01,2019,1,KCA,AL,P,12,3,67,0,3,0,0,,,,,
fishede01,2019,1,HOU,AL,OF,14,11,324,13,0,0,0,,,,,
fishede01,2019,2,TOR,AL,OF,33,30,737,56,1,3,1,,,,,
flaheja01,2019,1,SLN,NL,P,33,33,589,18,23,0,4,,,,,
flahery01,2019,1,CLE,AL,2B,2,1,33,1,4,0,0,,,,,
flahery01,2019,1,CLE,AL,3B,11,5,171,5,9,0,0,,,,,
fletcda02,2019,1,LAA,AL,2B,42,26,718,35,60,1,7,,,,,
fletcda02,2019,1,LAA,AL,3B,90,74,1996,41,151,6,17,,,,,
fletcda02,2019,1,LAA,AL,OF,23,18,464,44,0,0,0,,,,,
fletcda02,2019,1,LAA,AL,SS,39,27,739,37,75,1,13,,,,,
flexech01,2019,1,NYN,NL,P,9,1,41,0,1,0,0,,,,,
florewi01,2019,1,ARI,NL,1B,16,4,172,47,4,0,4,,,,,
florewi01,2019,1,ARI,NL,2B,64,56,1328,77,118,6,26,,,,,
florody01,2019,1,LAN,NL,P,50,0,140,5,4,1,1,,,,,
flowety01,2019,1,ATL,NL,C,83,73,2037,676,37,3,3,16,,38,9,
flynnbr01,2019,1,KCA,AL,P,11,1,88,0,6,0,0,,,,,
foltymi01,2019,1,ATL,NL,P,21,21,351,3,9,1,0,,,,,
fontwi01,2019,1,TBA,AL,P,10,0,42,0,0,0,0,,,,,
fontwi01,2019,2,TOR,AL,P,23,14,118,3,4,0,0,,,,,
fontwi01,2019,3,NYN,NL,P,15,3,93,3,1,0,1,,,,,
fordmi01,2019,1,NYA,AL,1B,29,24,651,191,9,3,22,,,,,
fordmi01,2019,1,NYA,AL,P,1,0,6,0,1,0,0,,,,,
forsylo01,2019,1,TEX,AL,1B,46,40,1045,296,20,2,39,,,,,
forsylo01,2019,1,TEX,AL,2B,8,8,207,8,20,0,5,,,,,
forsylo01,2019,1,TEX,AL,3B,33,28,735,19,61,6,5,,,,,
forsylo01,2019,1,TEX,AL,SS,15,10,314,10,30,2,10,,,,,
fowlede01,2019,1,SLN,NL,OF,140,132,3414,238,8,5,3,,,,,
fraleja01,2019,1,SEA,AL,OF,12,10,265,19,0,1,0,,,,,
francen01,2019,1,SFN,NL,P,5,0,16,1,0,0,0,,,,,
francma02,2019,1,PHI,NL,1B,2,1,7,1,0,0,1,,,,,
francma02,2019,1,PHI,NL,3B,110,99,2774,62,195,8,10,,,,,
francty01,2019,1,SDN,NL,1B,1,0,3,1,0,0,1,,,,,
francty01,2019,1,SDN,NL,2B,21,17,419,15,41,0,5,,,,,
francty01,2019,1,SDN,NL,3B,36,28,777,7,57,2,2,,,,,
francty01,2019,1,SDN,NL,P,2,0,6,0,1,0,0,,,,,
frareca01,2019,1,CHA,AL,P,5,0,8,0,0,0,0,,,,,
fraziad01,2019,1,PIT,NL,2B,142,133,3542,222,327,6,78,,,,,
frazicl01,2019,1,NYA,AL,OF,53,45,1186,71,6,3,1,,,,,
frazito01,2019,1,NYN,NL,1B,3,2,45,17,0,0,0,,,,,
frazito01,2019,1,NYN,NL,3B,120,112,2992,89,229,12,24,,,,,
freelky01,2019,1,COL,NL,P,22,22,313,3,12,1,1,,,,,
freemfr01,2019,1,ATL,NL,1B,158,157,4097,1296,63,6,128,,,,,
freemmi01,2019,1,CLE,AL,2B,33,26,743,31,75,2,13,,,,,
freemmi01,2019,1,CLE,AL,3B,18,10,327,8,24,3,1,,,,,
freemmi01,2019,1,CLE,AL,OF,6,3,114,10,0,0,0,,,,,
freemmi01,2019,1,CLE,AL,P,1,0,6,0,1,0,0,,,,,
freemmi01,2019,1,CLE,AL,SS,9,8,199,7,12,1,1,,,,,
freemsa01,2019,1,LAA,AL,P,1,0,6,0,0,0,0,,,,,
freesda01,2019,1,LAN,NL,1B,50,37,883,287,13,2,18,,,,,
freesda01,2019,1,LAN,NL,3B,2,0,6,0,0,0,0,,,,,
freitda01,2019,1,SEA,AL,C,1,1,27,8,0,0,0,0,,2,0,
friedma01,2019,1,ATL,NL,P,33,30,497,7,34,3,1,,,,,
fryja01,2019,1,CHA,AL,P,68,0,165,1,8,0,2,,,,,
frypa01,2019,1,BAL,AL,P,66,0,172,7,4,0,0,,,,,
fuentjo01,2019,1,COL,NL,1B,11,11,289,98,3,0,6,,,,,
fuentjo01,2019,1,COL,NL,3B,2,0,12,0,0,0,0,,,,,
fulmeca01,2019,1,CHA,AL,P,20,2,82,1,0,0,0,,,,,
gagnodr01,2019,1,NYN,NL,P,18,0,71,3,1,0,0,,,,,
galero01,2019,1,LAN,NL,C,4,4,96,37,2,1,0,0,,2,1,
gallaca01,2019,1,KCA,AL,C,44,36,975,292,8,1,2,1,,20,5,
gallegi01,2019,1,SLN,NL,P,66,0,222,3,4,1,0,,,,,
galleza01,2019,1,MIA,NL,P,7,7,109,1,3,0,0,,,,,
galleza01,2019,2,ARI,NL,P,8,8,131,3,3,0,0,,,,,
gallois01,2019,1,MIA,NL,OF,16,12,334,32,1,0,1,,,,,
gallojo01,2019,1,TEX,AL,OF,63,63,1654,142,8,4,1,,,,,
galvifr01,2019,1,TOR,AL,2B,5,4,111,5,7,0,1,,,,,
galvifr01,2019,1,TOR,AL,SS,103,102,2695,133,284,6,63,,,,,
galvifr01,2019,2,CIN,NL,2B,27,23,574,31,50,1,7,,,,,
galvifr01,2019,2,CIN,NL,SS,7,4,124,3,9,0,2,,,,,
gamelbe01,2019,1,MIL,NL,OF,108,65,2084,148,2,1,1,,,,,
gantjo01,2019,1,SLN,NL,P,64,0,199,5,7,0,0,,,,,
garciar01,2019,1,SFN,NL,1B,5,4,78,23,3,0,3,,,,,
garciar01,2019,1,SFN,NL,C,11,8,239,90,6,0,2,0,,2,1,
garciav01,2019,1,TBA,AL,OF,100,99,2608,170,6,5,1,,,,,
garcibr01,2019,1,DET,AL,P,7,0,20,1,0,0,0,,,,,
garcied01,2019,1,PHI,NL,P,37,0,117,2,1,0,0,,,,,
garcigr01,2019,1,SDN,NL,1B,1,0,3,1,0,0,0,,,,,
garcigr01,2019,1,SDN,NL,2B,74,57,1552,98,131,3,30,,,,,
garcigr01,2019,1,SDN,NL,3B,13,12,312,9,20,1,2,,,,,
garcigr01,2019,1,SDN,NL,OF,1,0,9,0,0,0,0,,,,,
garcigr01,2019,1,SDN,NL,SS,9,4,123,7,13,1,2,,,,,
garcija04,2019,1,MIA,NL,P,53,0,152,1,9,0,0,,,,,
garcile02,2019,1,CHA,AL,2B,2,2,51,4,5,0,2,,,,,
garcile02,2019,1,CHA,AL,3B,1,1,21,1,1,0,0,,,,,
garcile02,2019,1,CHA,AL,OF,120,115,2964,196,14,7,0,,,,,
garcile02,2019,1,CHA,AL,SS,19,16,440,21,46,4,14,,,,,
garcilu03,2019,1,LAA,AL,P,64,2,186,6,10,1,2,,,,,
garciri01,2019,1,COL,NL,P,2,1,18,0,0,0,0,,,,,
garciro02,2019,1,CHN,NL,2B,18,14,355,21,30,4,11,,,,,
garciro02,2019,1,CHN,NL,OF,6,1,58,2,0,0,0,,,,,
garciyi01,2019,1,LAN,NL,P,64,0,187,1,2,1,0,,,,,
gardnbr01,2019,1,NYA,AL,OF,140,131,3505,280,3,1,0,,,,,
garliky01,2019,1,LAN,NL,OF,15,9,245,20,0,0,0,,,,,
garnedu01,2019,1,LAA,AL,1B,1,0,3,0,0,0,0,,,,,
